-5.30831;8.0303;-2.1292;-0.176556;1.26829;-0.044436
-5.64007;7.86149;-1.93329;-0.18355;1.27185;-0.0422252
-5.6381;7.9176;-2.20586;-0.177126;1.26545;-0.0462506
-5.32069;7.92973;-2.34314;-0.174564;1.26677;-0.0433389
-5.41598;7.7967;-1.9787;-0.180997;1.26948;-0.0413876
-5.56655;8.17781;-2.04311;-0.177301;1.2718;-0.0456695
-5.34377;7.95574;-1.99308;-0.175226;1.2658;-0.0400837
-5.4624;7.86694;-2.10275;-0.183199;1.26755;-0.0410309
-5.48789;7.81134;-1.96294;-0.178348;1.26077;-0.0451913
-5.5686;7.82518;-1.9793;-0.179723;1.26366;-0.0422352
-5.70517;7.84443;-2.13752;-0.182383;1.26151;-0.0432025
-5.48985;7.87764;-2.03031;-0.176616;1.26247;-0.0409796
-5.5567;7.85087;-1.98021;-0.182172;1.2682;-0.0413876
-5.59396;7.83717;-2.00635;-0.180966;1.26536;-0.0443911
-5.48046;8.03302;-2.14577;-0.177488;1.26835;-0.0419101
-5.57013;7.84548;-2.00883;-0.179559;1.26986;-0.0439864
-5.37808;7.73288;-2.06254;-0.176729;1.26652;-0.0418862
-5.65063;7.84077;-2.19337;-0.17442;1.27208;-0.0416065
-5.58047;7.81604;-1.98101;-0.177167;1.26841;-0.0422695
-5.21334;7.83954;-1.98423;-0.172494;1.26363;-0.0417873
-5.42259;7.75537;-2.09662;-0.173326;1.26266;-0.0440405
-5.47623;8.03783;-2.03027;-0.178158;1.26716;-0.0405355
-5.59113;7.87471;-2.1086;-0.180717;1.26388;-0.0410441
-5.61808;7.95028;-2.0572;-0.180907;1.26838;-0.0427188
-5.3692;7.76786;-2.01744;-0.178465;1.26607;-0.0422627
-5.65972;7.90102;-2.14216;-0.178643;1.26711;-0.0428002
-5.50992;7.79729;-2.10434;-0.173191;1.26796;-0.0427946
-5.442;7.79294;-2.14879;-0.175087;1.27016;-0.0415433
-5.4756;7.77611;-2.09912;-0.174591;1.26998;-0.0432202
-5.54917;7.79436;-2.05833;-0.177892;1.27008;-0.0427584
-5.23158;7.8506;-2.10601;-0.175046;1.26604;-0.0414541
-5.39557;7.8971;-2.19441;-0.171015;1.2681;-0.0415568
-5.54835;8.05392;-2.10395;-0.175485;1.27544;-0.0423481
-5.54986;7.84128;-1.9436;-0.176969;1.26437;-0.0417893
-5.4493;7.87774;-1.89685;-0.172617;1.26223;-0.0434451
-5.41033;8.07857;-2.17539;-0.173088;1.26952;-0.0444928
-5.55406;7.80834;-2.10293;-0.17648;1.26244;-0.0427617
-5.28712;7.79265;-2.00706;-0.176838;1.26091;-0.0443541
-5.49885;7.91116;-2.08972;-0.18162;1.27018;-0.0435925
-5.5994;7.99539;-2.01874;-0.177954;1.27144;-0.0427025
-5.59663;7.85585;-2.01008;-0.180191;1.27352;-0.0435762
-5.45907;7.77577;-1.88252;-0.178569;1.27132;-0.0443262
-5.47722;7.90933;-1.78674;-0.172505;1.27404;-0.0408539
-5.36907;7.87693;-2.32172;-0.170419;1.26907;-0.0408063
-5.54027;8.09525;-1.79972;-0.177234;1.27267;-0.0450769
-5.58222;7.77317;-2.097;-0.184004;1.26363;-0.0423199
-5.43849;8.01616;-2.25434;-0.180774;1.26681;-0.0436761
-5.33667;7.86332;-1.87916;-0.178448;1.26015;-0.0450949
-5.61336;8.05894;-2.09963;-0.18082;1.26424;-0.0427115
-5.42372;7.84449;-2.1448;-0.178664;1.26077;-0.0419009
-5.43792;7.83924;-2.02512;-0.175466;1.26438;-0.0418411
-5.5379;7.80624;-2.00882;-0.180432;1.26379;-0.0439601
-5.59165;7.76729;-1.96838;-0.182108;1.26717;-0.0435269
-5.56634;7.98595;-2.02337;-0.178633;1.26772;-0.0418322
-5.6499;7.95867;-1.9552;-0.180893;1.27244;-0.0460733
-5.5278;8.1306;-2.21859;-0.179505;1.26953;-0.0432293
-5.5633;7.82359;-2.10026;-0.181004;1.26361;-0.0423207
-5.62714;7.75603;-2.0504;-0.180894;1.26358;-0.0440104
-5.57951;7.99991;-2.09583;-0.182477;1.26853;-0.0427281
-5.5376;8.10553;-2.16879;-0.177708;1.26457;-0.0453146
-5.36685;7.97542;-2.09508;-0.177038;1.26246;-0.0435492
-5.33291;7.95524;-1.77801;-0.177897;1.2672;-0.0411966
-5.30864;7.9478;-1.98988;-0.17654;1.26089;-0.0404784
-5.28754;7.88866;-1.85181;-0.175599;1.26529;-0.0429638
-5.53999;8.16566;-1.95975;-0.176705;1.26967;-0.046025
-5.65524;7.80275;-2.05806;-0.180636;1.26616;-0.0427442
-5.34578;7.88371;-2.19378;-0.175643;1.2665;-0.0406762
-5.45041;7.9042;-2.20278;-0.171724;1.26502;-0.0402743
-5.54765;7.96418;-1.78449;-0.176199;1.27223;-0.0408302
-5.56758;7.7809;-2.01259;-0.180653;1.26859;-0.0431392
-5.51022;7.94345;-2.07229;-0.178172;1.27231;-0.0401857
-5.62817;7.81775;-2.06079;-0.179838;1.26716;-0.0423205
-5.31595;7.87737;-2.06962;-0.175676;1.26165;-0.0409854
-5.62428;7.89662;-2.09858;-0.179946;1.26066;-0.0431573
-5.64491;7.96781;-2.01133;-0.181495;1.26818;-0.0435344
-5.32863;7.93614;-2.1645;-0.171999;1.26613;-0.0393742
-5.69587;7.81761;-2.18663;-0.177932;1.26652;-0.0424281
-5.55292;7.84166;-2.06719;-0.176276;1.26325;-0.04188
-5.46353;7.97176;-2.06444;-0.175261;1.27437;-0.0418926
-5.2185;7.83484;-2.13337;-0.171801;1.26404;-0.044463
-5.60514;7.79538;-2.01757;-0.178643;1.27007;-0.0427325
-5.57011;7.94318;-2.10665;-0.178243;1.27195;-0.0414967
-5.41531;7.94011;-1.74178;-0.172869;1.27556;-0.0412375
-5.58771;7.74384;-1.97864;-0.17634;1.2707;-0.0427217
-5.50009;7.83127;-1.98454;-0.174969;1.26906;-0.0418426
-5.2763;7.86689;-2.05731;-0.171709;1.26603;-0.0435639
-5.56572;7.87034;-2.03751;-0.180672;1.27368;-0.0457204
-5.49557;7.96098;-1.85932;-0.174785;1.27265;-0.0421657
-5.45465;7.80168;-2.22047;-0.172369;1.26412;-0.0441386
-5.5156;7.82188;-2.02048;-0.178333;1.26485;-0.0422696
-5.4383;7.77149;-1.98825;-0.17594;1.26507;-0.0409752
-5.63441;7.80966;-2.10203;-0.178571;1.27107;-0.0423753
-5.58188;7.76851;-2.14463;-0.177437;1.27454;-0.0420008
-5.55263;7.97352;-2.08132;-0.168158;1.27397;-0.0406616
-5.41878;8.11045;-2.21631;-0.170896;1.27004;-0.0449549
-5.45843;7.8524;-1.9434;-0.177413;1.26721;-0.0413591
-5.58637;7.79315;-1.89713;-0.176033;1.26303;-0.0430451
-5.55051;7.98122;-2.0107;-0.182578;1.26983;-0.0430956
-5.60283;7.8437;-1.86136;-0.178378;1.26395;-0.0417275
-5.59852;7.87122;-2.0132;-0.179437;1.26547;-0.0435436
-5.4049;8.11493;-1.94204;-0.17359;1.27067;-0.0421817
-5.53028;7.73477;-2.09182;-0.182854;1.26554;-0.0431814
-5.43359;8.0782;-2.1332;-0.174456;1.26117;-0.0448496
-5.54378;7.80437;-1.95091;-0.178538;1.26658;-0.0400998
-5.47022;7.90499;-2.02185;-0.181005;1.26575;-0.0413903
-5.50894;8.0622;-1.81614;-0.170839;1.27253;-0.0434082
-5.44209;7.92677;-2.17405;-0.174153;1.26954;-0.0445215
-5.59251;7.95746;-2.13328;-0.180125;1.27246;-0.0436441
-5.66022;7.89131;-2.09976;-0.178719;1.2725;-0.0427934
-5.28511;7.81337;-2.12501;-0.17731;1.2667;-0.0448881
-5.67273;8.09813;-2.09204;-0.174042;1.26943;-0.0453109
-5.4814;7.80425;-2.17948;-0.179659;1.2638;-0.0428047
-5.58067;8.08817;-2.05489;-0.174646;1.26606;-0.0444031
-5.61764;7.98901;-2.09684;-0.180632;1.26534;-0.0431552
-5.64101;7.80712;-2.13669;-0.183852;1.26331;-0.0427766
-5.56959;7.82707;-2.09505;-0.179663;1.26135;-0.0435909
-5.57462;7.9834;-2.37822;-0.17721;1.26548;-0.0446532
-5.48433;7.80108;-2.13885;-0.179039;1.26576;-0.0427859
-5.50251;7.80611;-2.04786;-0.175088;1.26285;-0.0452786
-5.47709;7.75084;-2.12879;-0.174733;1.26455;-0.045355
-5.54458;7.80092;-1.82033;-0.178588;1.26888;-0.0412914
-5.50349;7.81158;-2.14589;-0.174393;1.2602;-0.0427842
-5.42129;7.83795;-2.14302;-0.179361;1.2642;-0.0419129
-5.57438;7.964;-2.17783;-0.184004;1.2692;-0.042367
-5.29294;8.05752;-2.15226;-0.17243;1.26368;-0.0414564
-5.58797;7.80292;-2.13682;-0.18248;1.26527;-0.0427837
-5.55104;8.09481;-2.34929;-0.174479;1.26975;-0.0429299
-5.44859;7.93833;-1.98084;-0.172188;1.26539;-0.0430853
-5.38568;7.96448;-2.25444;-0.173126;1.26651;-0.0449838
-5.29801;7.86278;-1.98822;-0.173134;1.26077;-0.0413563
-5.50919;7.90897;-1.97702;-0.179066;1.27261;-0.0422504
-5.37002;8.15878;-2.22608;-0.174469;1.27202;-0.0423842
-5.46119;7.85631;-2.02661;-0.176709;1.26455;-0.0414121
-5.51194;7.77724;-2.13478;-0.179894;1.26938;-0.0432301
-5.27241;7.85927;-2.15179;-0.172408;1.27025;-0.0410935
-5.44408;8.05824;-1.98417;-0.172041;1.27361;-0.0422477
-5.38884;7.86188;-2.05655;-0.173233;1.26911;-0.0435874
-5.57212;7.8984;-2.22248;-0.178498;1.27653;-0.0424641
-5.3907;7.90361;-1.93374;-0.172335;1.26571;-0.0439023
-5.46476;7.75906;-1.88142;-0.17737;1.2621;-0.0451463
-5.26349;7.87145;-1.99862;-0.174941;1.26317;-0.0460513
-5.45352;7.7788;-1.89682;-0.172628;1.26098;-0.0434593
-5.51119;7.88825;-1.85906;-0.178594;1.26682;-0.0417165
-5.41012;7.789;-2.05783;-0.175735;1.26334;-0.043145
-5.42371;7.81975;-2.23018;-0.172216;1.26394;-0.0424327
-5.48396;7.91798;-2.15787;-0.177624;1.27635;-0.039418
-5.4058;8.02513;-2.31832;-0.167498;1.2707;-0.0420767
-5.54529;7.78248;-2.02213;-0.172051;1.26744;-0.0431686
-5.40933;7.97276;-2.07266;-0.173865;1.27402;-0.0406157
-5.34379;7.90018;-2.18106;-0.169575;1.26543;-0.0440908
-5.273;7.93076;-1.82903;-0.171378;1.27073;-0.0404172
-5.41888;7.7654;-1.98189;-0.180557;1.26832;-0.0409666
-5.55226;7.9683;-1.93498;-0.175448;1.26802;-0.0434853
-5.57694;7.9204;-2.05641;-0.177086;1.2658;-0.0435735
-5.26661;8.03026;-2.15573;-0.171918;1.26927;-0.040634
-5.69826;7.8505;-2.06248;-0.177091;1.26774;-0.0427636
-5.27938;7.80127;-2.02154;-0.171515;1.2656;-0.0426962
-5.51247;7.75097;-2.08976;-0.180077;1.26548;-0.0440366
-5.3878;8.02903;-2.04609;-0.172094;1.2693;-0.0456838
-5.58351;8.07254;-2.01966;-0.174116;1.27495;-0.0431415
-5.55412;7.8963;-1.95375;-0.175303;1.27145;-0.0401183
