2.42601;-26.551;0.526619;-4.55126;0.260161;-0.266584;-0.0757378
2.42601;-26.5252;0.504753;-4.82372;0.261407;-0.264411;-0.0712671
2.42601;-26.8238;0.630446;-4.89035;0.263742;-0.2756;-0.0687352
2.42601;-26.5175;0.618443;-4.4314;0.261369;-0.267031;-0.0683806
2.42601;-26.8395;0.545028;-5.13671;0.265274;-0.270586;-0.0757868
2.42601;-26.3472;0.516486;-4.51847;0.262283;-0.267548;-0.0671644
2.42601;-26.6775;0.869929;-4.74466;0.258978;-0.241737;-0.0699689
2.42601;-26.2827;0.839472;-4.74637;0.25674;-0.235317;-0.0678109
2.42601;-26.2844;0.931656;-4.83176;0.256794;-0.215562;-0.0734855
2.42601;-25.9047;0.663378;-4.87256;0.247755;-0.20176;-0.0769545
2.42601;-25.7345;0.640668;-4.92078;0.243833;-0.196041;-0.0671774
2.42601;-25.8815;1.07402;-4.7807;0.247163;-0.184059;-0.0709097
2.42601;-25.0988;1.1547;-4.15446;0.232835;-0.149562;-0.0593327
2.42601;-24.6533;1.15796;-4.50356;0.217279;-0.0947399;-0.0631265
2.42601;-24.4029;1.27692;-4.81572;0.213391;-0.0386061;-0.0690755
2.42601;-24.2186;1.24464;-4.93918;0.210275;-0.00723873;-0.0735374
2.42601;-24.1207;1.26155;-4.98352;0.20981;-0.0229027;-0.0662372
2.42601;-24.4986;1.1878;-4.05765;0.215012;-0.0650298;-0.0671493
2.42601;-24.8415;1.13141;-4.62038;0.232684;-0.118662;-0.068738
2.42601;-25.1041;1.12078;-4.22009;0.225473;-0.143963;-0.0674874
2.42601;-25.3179;1.29426;-5.1006;0.23453;-0.154439;-0.0740988
2.42601;-25.0355;0.868523;-4.77035;0.226737;-0.132376;-0.0709782
2.42601;-25.1396;1.28561;-5.06987;0.220871;-0.11232;-0.067366
2.42601;-25.5365;1.2316;-5.08063;0.221937;-0.111547;-0.0738401
2.42601;-25.6798;1.21563;-5.05359;0.228167;-0.155965;-0.0749509
2.42601;-25.4244;1.07024;-4.24537;0.218006;-0.185845;-0.0643671
2.42601;-25.9701;1.02945;-4.17899;0.219558;-0.19982;-0.0711651
2.42601;-26.315;0.975285;-4.54863;0.23658;-0.219157;-0.0761657
2.42601;-27.0117;0.533535;-4.33915;0.248975;-0.26051;-0.0828737
2.42601;-27.4764;0.755729;-4.70939;0.272708;-0.329347;-0.0705943
2.42601;-28.0607;0.237657;-4.77062;0.286776;-0.402755;-0.0743876
2.42601;-28.8497;0.497039;-4.50365;0.31546;-0.472388;-0.0748973
2.42601;-29.2904;-0.071681;-4.75971;0.322895;-0.52074;-0.077633
2.42601;-29.247;-0.229063;-4.9581;0.3271;-0.541892;-0.0662187
2.42601;-28.6479;0.072645;-5.06367;0.322779;-0.532275;-0.059364
2.42601;-28.2068;0.293451;-5.05455;0.309284;-0.449026;-0.067668
2.42601;-27.0074;0.36742;-4.62282;0.271389;-0.336546;-0.0628308
2.42601;-26.382;0.841353;-5.41588;0.258175;-0.233823;-0.0730272
2.42601;-25.3457;0.838085;-4.45413;0.236489;-0.140109;-0.072069
2.42601;-25.047;0.788019;-4.10856;0.220133;-0.0781927;-0.0753997
2.42601;-24.8563;1.26062;-4.36189;0.22952;-0.0513616;-0.0675227
2.42601;-24.9388;1.10333;-4.16169;0.240137;-0.0654583;-0.0695222
2.42601;-25.4335;0.740736;-4.47679;0.242261;-0.123283;-0.0687994
2.42601;-26.1385;0.605506;-4.43582;0.274467;-0.202023;-0.0733529
2.42601;-27.0483;0.37343;-4.58975;0.292523;-0.289655;-0.0707625
2.42601;-27.6321;0.268342;-4.86298;0.310732;-0.368668;-0.0746259
2.42601;-28.2079;0.373145;-4.94073;0.309183;-0.420808;-0.0719526
2.42601;-28.0124;0.263759;-5.16046;0.290401;-0.436522;-0.0728297
2.42601;-27.8925;0.636422;-4.6936;0.266596;-0.414982;-0.0698425
2.42601;-27.9443;1.13867;-4.8875;0.260228;-0.3745;-0.0832674
2.42601;-27.3564;0.972847;-4.9304;0.232994;-0.339523;-0.0743537
