1535101775546624;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775556779;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775566711;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775576735;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775586874;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775596983;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775606968;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775617081;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775627352;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775637233;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775647120;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775657234;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775667229;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775677538;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775687545;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775697487;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775707610;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775717760;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
1535101775727745;-0.000506893;-0.000581712;0.000816822;0.000864934;-0.000719666;-0.000706077;-0.00253446;-0.00290856;0.00408411;0.00432467;-0.00359833;-0.00353038;
